count	ckey	example_surface	example_path	top_book
1	عبد الله بن فضاله	عَبْدُ اَللَّهِ بْنُ فَضَالَةَ	books/man-la-yahduruhu-al-faqih/1/44/3.json	man-la-yahduruhu-al-faqih
1	خالد بن نجيح عنه	خالد بن نجيح عنه أنه	books/man-la-yahduruhu-al-faqih/1/45/11.json	man-la-yahduruhu-al-faqih
1	عنه عليه السلام عمار الساباطي	عنه عليه السلام عمار الساباطي أنه	books/man-la-yahduruhu-al-faqih/1/45/14.json	man-la-yahduruhu-al-faqih
1	هو يمشي	هُوَ يَمْشِي	books/man-la-yahduruhu-al-faqih/1/45/15.json	man-la-yahduruhu-al-faqih
1	هو علي غير طهر او هو علي ظهر الدابه	هُوَ عَلَى غَيْرِ طُهْرٍ أَوْ هُوَ عَلَى ظَهْرِ اَلدَّابَّةِ	books/man-la-yahduruhu-al-faqih/1/45/15.json	man-la-yahduruhu-al-faqih
1	عنه عليه السلام زراره	عنه عليه السلام زرارة أنه	books/man-la-yahduruhu-al-faqih/1/45/16.json	man-la-yahduruhu-al-faqih
1	اله: «من اذن	آلِهِ: «مَنْ أَذَّنَ	books/man-la-yahduruhu-al-faqih/1/45/18.json	man-la-yahduruhu-al-faqih
1	وقال ابو جعفر عليه السلام: «الموذن يغفر الله له مد بصره	وَقَالَ أَبُو جَعْفَرٍ عَلَيْهِ اَلسَّلاَمُ: «اَلْمُؤَذِّنُ يَغْفِرُ اَللَّهُ لَهُ مَدَّ بَصَرِهِ	books/man-la-yahduruhu-al-faqih/1/45/19.json	man-la-yahduruhu-al-faqih
1	مد صوته	مَدَّ صَوْتِهِ	books/man-la-yahduruhu-al-faqih/1/45/19.json	man-la-yahduruhu-al-faqih
1	روي: «ان الملايكه اذا سمعت الاذان من اهل الارض	روي: «أن الملائكة إذا سمعت الأذان من أهل الأرض	books/man-la-yahduruhu-al-faqih/1/45/21.json	man-la-yahduruhu-al-faqih
1	الصادق عليه السلام: «ان رسول الله صلي الله عليه	اَلصَّادِقِ عَلَيْهِ اَلسَّلاَمُ: «أَنَّ رَسُولَ اَللَّهِ صَلَّى اَللَّهُ عَلَيْهِ	books/man-la-yahduruhu-al-faqih/1/45/23.json	man-la-yahduruhu-al-faqih
1	اله جمع بين الظهر	آلِهِ جَمَعَ بَيْنَ اَلظُّهْرِ	books/man-la-yahduruhu-al-faqih/1/45/23.json	man-la-yahduruhu-al-faqih
1	العصر باذان	اَلْعَصْرِ بِأَذَانٍ	books/man-la-yahduruhu-al-faqih/1/45/23.json	man-la-yahduruhu-al-faqih
1	جمع بين المغرب	جَمَعَ بَيْنَ اَلْمَغْرِبِ	books/man-la-yahduruhu-al-faqih/1/45/23.json	man-la-yahduruhu-al-faqih
1	وفي روايه العباس بن هلال	وَفِي رِوَايَةِ الْعَبَّاسِ بْنِ هِلَالٍ	books/man-la-yahduruhu-al-faqih/1/45/25.json	man-la-yahduruhu-al-faqih
1	حارث بن المغيره النضري	حَارِثُ بْنُ اَلْمُغِيرَةِ اَلنَّضْرِيُّ	books/man-la-yahduruhu-al-faqih/1/45/27.json	man-la-yahduruhu-al-faqih
1	وقال ابو جعفر لمحمد بن مسلم: «يا محمد بن مسلم لا تدعن ذكر الله علي كل حال	وَقَالَ أَبُو جَعْفَرٍ لِمُحَمَّدِ بْنِ مُسْلِمٍ: «يَا مُحَمَّدَ بْنَ مُسْلِمٍ لاَ تَدَعَنَّ ذِكْرَ اَللَّهِ عَلَى كُلِّ حَالٍ	books/man-la-yahduruhu-al-faqih/1/45/28.json	man-la-yahduruhu-al-faqih
1	لو سمعت المنادي ينادي بالاذان	لَوْ سَمِعْتَ اَلْمُنَادِيَ يُنَادِي بِالْأَذَانِ	books/man-la-yahduruhu-al-faqih/1/45/28.json	man-la-yahduruhu-al-faqih
1	انت علي الخلاء فاذكر الله عز	أَنْتَ عَلَى اَلْخَلاَءِ فَاذْكُرِ اَللَّهَ عَزَّ	books/man-la-yahduruhu-al-faqih/1/45/28.json	man-la-yahduruhu-al-faqih
1	قل كما	قُلْ كَمَا	books/man-la-yahduruhu-al-faqih/1/45/28.json	man-la-yahduruhu-al-faqih
1	رجل نسي الاذان	رَجُلٍ نَسِيَ اَلْأَذَانَ	books/man-la-yahduruhu-al-faqih/1/45/29.json	man-la-yahduruhu-al-faqih
1	الاقامه حتي دخل	اَلْإِقَامَةَ حَتَّى دَخَلَ	books/man-la-yahduruhu-al-faqih/1/45/29.json	man-la-yahduruhu-al-faqih
1	التثويب الذي يكون بين الاذان	اَلتَّثْوِيبِ اَلَّذِي يَكُونُ بَيْنَ اَلْأَذَانِ	books/man-la-yahduruhu-al-faqih/1/45/31.json	man-la-yahduruhu-al-faqih
1	ابي عبد الله عليه السلام: انه حكي لهما الاذان	أَبِي عَبْدِ اَللَّهِ عَلَيْهِ اَلسَّلاَمُ: أَنَّهُ حَكَى لَهُمَا اَلْأَذَانَ	books/man-la-yahduruhu-al-faqih/1/45/33.json	man-la-yahduruhu-al-faqih
1	شكا هشام بن ابراهيم	شَكَا هِشَامُ بْنُ إِبْرَاهِيمَ	books/man-la-yahduruhu-al-faqih/1/45/39.json	man-la-yahduruhu-al-faqih
1	ابي الحسن الرضا عليه السلام سقمه	أَبِي اَلْحَسَنِ اَلرِّضَا عَلَيْهِ اَلسَّلاَمُ سُقْمَهُ	books/man-la-yahduruhu-al-faqih/1/45/39.json	man-la-yahduruhu-al-faqih
1	انه لا يولد له: فامره ان يرفع صوته بالاذان	أَنَّهُ لاَ يُولَدُ لَهُ: فَأَمَرَهُ أَنْ يَرْفَعَ صَوْتَهُ بِالْأَذَانِ	books/man-la-yahduruhu-al-faqih/1/45/39.json	man-la-yahduruhu-al-faqih
1	روي: «انه لما قبض النبي صلي الله عليه	رُوِيَ: «أَنَّهُ لَمَّا قُبِضَ اَلنَّبِيُّ صَلَّى اَللَّهُ عَلَيْهِ	books/man-la-yahduruhu-al-faqih/1/45/43.json	man-la-yahduruhu-al-faqih
1	اله امتنع بلال من الاذان وقال لا اوذن لاحد بعد رسول الله صلي الله عليه	آلِهِ اِمْتَنَعَ بِلاَلٌ مِنَ اَلْأَذَانِ وَقَالَ لاَ أُؤَذِّنُ لِأَحَدٍ بَعْدَ رَسُولِ اَللَّهِ صَلَّى اَللَّهُ عَلَيْهِ	books/man-la-yahduruhu-al-faqih/1/45/43.json	man-la-yahduruhu-al-faqih
1	ان فاطمه	إِنَّ فَاطِمَةَ عَلَيْهَا اَلسَّلاَمُ	books/man-la-yahduruhu-al-faqih/1/45/43.json	man-la-yahduruhu-al-faqih
1	وقال عليه السلام: «من لم ياكل اللحم اربعين يوما ساء خلقه	وَقَالَ عَلَيْهِ اَلسَّلاَمُ: «مَنْ لَمْ يَأْكُلِ اَللَّحْمَ أَرْبَعِينَ يَوْماً سَاءَ خُلُقُهُ	books/man-la-yahduruhu-al-faqih/1/45/48.json	man-la-yahduruhu-al-faqih
1	من ساء خلقه فاذنوا	مَنْ سَاءَ خُلُقُهُ فَأَذِّنُوا	books/man-la-yahduruhu-al-faqih/1/45/48.json	man-la-yahduruhu-al-faqih
1	وقال عليه السلام: «كان اسم النبي صلي الله عليه	وَقَالَ عَلَيْهِ اَلسَّلاَمُ: «كَانَ اِسْمُ اَلنَّبِيِّ صَلَّى اَللَّهُ عَلَيْهِ	books/man-la-yahduruhu-al-faqih/1/45/49.json	man-la-yahduruhu-al-faqih
1	اله يكرر	آلِهِ يُكَرَّرُ	books/man-la-yahduruhu-al-faqih/1/45/49.json	man-la-yahduruhu-al-faqih
1	وفي ما ذكره الفضل بن شاذان رحمه الله من العلل	وَفِي مَا ذَكَرَهُ ٱلْفَضْلُ بْنُ شَاذَانَ رَحِمَهُ ٱللَّهُ مِنَ ٱلْعِلَلِ	books/man-la-yahduruhu-al-faqih/1/45/50.json	man-la-yahduruhu-al-faqih
1	اله: «للموذن	آلِهِ: «لِلْمُؤَذِّنِ	books/man-la-yahduruhu-al-faqih/1/45/6.json	man-la-yahduruhu-al-faqih
1	وقال علي عليه السلام: «اخر ما فارقت عليه حبيب قلبي صلي الله عليه	وَقَالَ عَلِيٌّ عَلَيْهِ اَلسَّلاَمُ: «آخِرُ مَا فَارَقْتُ عَلَيْهِ حَبِيبَ قَلْبِي صَلَّى اَللَّهُ عَلَيْهِ	books/man-la-yahduruhu-al-faqih/1/45/7.json	man-la-yahduruhu-al-faqih
1	سال محمد بن عمران ابا عبد الله	سأل محمد بن عمران أبا عبد الله عليه السلام	books/man-la-yahduruhu-al-faqih/1/46/10.json	man-la-yahduruhu-al-faqih
1	سال يحيي بن اكثم القاضي ابا الحسن الاول	سَأَلَ يَحْيَى بْنُ أَكْثَمَ اَلْقَاضِي أَبَا اَلْحَسَنِ اَلْأَوَّلَ عَلَيْهِ اَلسَّلاَمُ:	books/man-la-yahduruhu-al-faqih/1/46/11.json	man-la-yahduruhu-al-faqih
1	صلاه الفجر لم يجهر	صَلاَةِ اَلْفَجْرِ لِمَ يُجْهَرُ	books/man-la-yahduruhu-al-faqih/1/46/11.json	man-la-yahduruhu-al-faqih
1	وفي ما ذكره الفضل من العلل	وَفِي مَا ذَكَرَهُ ٱلْفَضْلُ مِنَ ٱلْعِلَلِ	books/man-la-yahduruhu-al-faqih/1/46/12.json	man-la-yahduruhu-al-faqih
1	عله الصلاه كيف صارت ركعتين	عِلَّةِ اَلصَّلاَةِ كَيْفَ صَارَتْ رَكْعَتَيْنِ	books/man-la-yahduruhu-al-faqih/1/46/17.json	man-la-yahduruhu-al-faqih
1	اربع سجدات	أَرْبَعَ سَجَدَاتٍ	books/man-la-yahduruhu-al-faqih/1/46/17.json	man-la-yahduruhu-al-faqih
1	وقال الصادق عليه السلام: «اذا قمت	وَقَالَ اَلصَّادِقُ عَلَيْهِ اَلسَّلاَمُ: «إِذَا قُمْتَ	books/man-la-yahduruhu-al-faqih/1/46/2.json	man-la-yahduruhu-al-faqih
1	الصلاه فقل اللهم اني اقدم اليك محمدا بين يدي حاجتي	اَلصَّلاَةِ فَقُلِ اَللَّهُمَّ إِنِّي أُقَدِّمُ إِلَيْكَ مُحَمَّداً بَيْنَ يَدَيْ حَاجَتِي	books/man-la-yahduruhu-al-faqih/1/46/2.json	man-la-yahduruhu-al-faqih
1	اتوجه اليك به فاجعلني به «وجيها	أَتَوَجَّهُ إِلَيْكَ بِهِ فَاجْعَلْنِي بِهِ «وَجِيهاً	books/man-la-yahduruhu-al-faqih/1/46/2.json	man-la-yahduruhu-al-faqih
1	عن الصادق	عن الصادق عليه السلام أنه	books/man-la-yahduruhu-al-faqih/1/46/23.json	man-la-yahduruhu-al-faqih
1	ساله منصور بن يونس بزرج	سَأَلَهُ مَنْصُورُ بْنُ يُونُسَ بُزُرْجَ:	books/man-la-yahduruhu-al-faqih/1/46/26.json	man-la-yahduruhu-al-faqih
1	الرجل يتباكي	اَلرَّجُلِ يَتَبَاكَى	books/man-la-yahduruhu-al-faqih/1/46/26.json	man-la-yahduruhu-al-faqih
1	روي: «ان البكاء علي الميت يقطع الصلاه	رُوِيَ: «أَنَّ اَلْبُكَاءَ عَلَى اَلْمَيِّتِ يَقْطَعُ اَلصَّلاَةَ	books/man-la-yahduruhu-al-faqih/1/46/27.json	man-la-yahduruhu-al-faqih
1	البكاء لذكر الجنه	اَلْبُكَاءَ لِذِكْرِ اَلْجَنَّةِ	books/man-la-yahduruhu-al-faqih/1/46/27.json	man-la-yahduruhu-al-faqih
1	النار من افضل الاعمال	اَلنَّارِ مِنْ أَفْضَلِ اَلْأَعْمَالِ	books/man-la-yahduruhu-al-faqih/1/46/27.json	man-la-yahduruhu-al-faqih
1	«و كل عين باكيه يوم القيامه الا ثلاث اعين عين بكت من خشيه الله	«وَ كُلُّ عَيْنٍ بَاكِيَةٌ يَوْمَ اَلْقِيَامَةِ إِلاَّ ثَلاَثَ أَعْيُنٍ عَيْنٌ بَكَتْ مِنْ خَشْيَةِ اَللَّهِ	books/man-la-yahduruhu-al-faqih/1/46/28.json	man-la-yahduruhu-al-faqih
1	عين غضت	عَيْنٌ غُضَّتْ	books/man-la-yahduruhu-al-faqih/1/46/28.json	man-la-yahduruhu-al-faqih
1	محارم الله	مَحَارِمِ اَللَّهِ	books/man-la-yahduruhu-al-faqih/1/46/28.json	man-la-yahduruhu-al-faqih
1	عين باتت ساهره	عَيْنٌ بَاتَتْ سَاهِرَةً	books/man-la-yahduruhu-al-faqih/1/46/28.json	man-la-yahduruhu-al-faqih
1	وقال رجل لامير المومنين عليه السلام: يا ابن عم خير خلق الله ما معني رفع رجلك اليمني	وَقَالَ رَجُلٌ لِأَمِيرِ اَلْمُؤْمِنِينَ عَلَيْهِ اَلسَّلاَمُ: يَا اِبْنَ عَمِّ خَيْرِ خَلْقِ اَللَّهِ مَا مَعْنَى رَفْعِ رِجْلِكَ اَلْيُمْنَى	books/man-la-yahduruhu-al-faqih/1/46/31.json	man-la-yahduruhu-al-faqih
1	طرحك اليسري	طَرْحِكَ اَلْيُسْرَى	books/man-la-yahduruhu-al-faqih/1/46/31.json	man-la-yahduruhu-al-faqih
1	فانه روي	فَإِنَّهُ رُوِيَ	books/man-la-yahduruhu-al-faqih/1/46/32.json	man-la-yahduruhu-al-faqih
1	ذكر الفضل بن شاذان	ذَكَرَ اَلْفَضْلُ بْنُ شَاذَانَ	books/man-la-yahduruhu-al-faqih/1/46/5.json	man-la-yahduruhu-al-faqih
1	الرضا عليه السلام: «عله اخري	اَلرِّضَا عَلَيْهِ اَلسَّلاَمُ: «عِلَّةً أُخْرَى	books/man-la-yahduruhu-al-faqih/1/46/5.json	man-la-yahduruhu-al-faqih
1	هي انه انما صارت التكبيرات	هِيَ أَنَّهُ إِنَّمَا صَارَتِ اَلتَّكْبِيرَاتُ	books/man-la-yahduruhu-al-faqih/1/46/5.json	man-la-yahduruhu-al-faqih
1	اله اتم الناس صلاه	آلِهِ أَتَمَّ اَلنَّاسِ صَلاَةً	books/man-la-yahduruhu-al-faqih/1/46/6.json	man-la-yahduruhu-al-faqih
1	اوجزهم كان اذا دخل	أَوْجَزَهُمْ كَانَ إِذَا دَخَلَ	books/man-la-yahduruhu-al-faqih/1/46/6.json	man-la-yahduruhu-al-faqih
1	وقال عليه السلام: «اذا انصرفت من صلاه مكتوبه فقل: رضيت بالله ربا	وَقَالَ عَلَيْهِ اَلسَّلاَمُ: «إِذَا اِنْصَرَفْتَ مِنْ صَلاَةٍ مَكْتُوبَةٍ فَقُلْ: رَضِيتُ بِاللَّهِ رَبّاً	books/man-la-yahduruhu-al-faqih/1/47/13.json	man-la-yahduruhu-al-faqih
1	بالاسلام دينا	بِالْإِسْلاَمِ دِيناً	books/man-la-yahduruhu-al-faqih/1/47/13.json	man-la-yahduruhu-al-faqih
1	بالقران كتابا	بِالْقُرْآنِ كِتَاباً	books/man-la-yahduruhu-al-faqih/1/47/13.json	man-la-yahduruhu-al-faqih
1	بمحمد نبيا	بِمُحَمَّدٍ نَبِيّاً	books/man-la-yahduruhu-al-faqih/1/47/13.json	man-la-yahduruhu-al-faqih
1	بعلي وليا	بِعَلِيٍّ وَلِيّاً	books/man-la-yahduruhu-al-faqih/1/47/13.json	man-la-yahduruhu-al-faqih
1	الحسين و, علي بن الحسين	اَلْحُسَيْنِ وَ، عَلِيِّ بْنِ اَلْحُسَيْنِ	books/man-la-yahduruhu-al-faqih/1/47/13.json	man-la-yahduruhu-al-faqih
1	الحجه بن الحسن بن علي ايمه اللهم وليك الحجه فاحفظه من بين يديه	اَلْحُجَّةِ بْنِ اَلْحَسَنِ بْنِ عَلِيٍّ أَئِمَّةً اَللَّهُمَّ وَلِيَّكَ اَلْحُجَّةَ فَاحْفَظْهُ مِنْ بَيْنِ يَدَيْهِ	books/man-la-yahduruhu-al-faqih/1/47/13.json	man-la-yahduruhu-al-faqih
1	عن شماله	عَنْ شِمَالِهِ	books/man-la-yahduruhu-al-faqih/1/47/13.json	man-la-yahduruhu-al-faqih
1	من فوقه	مِنْ فَوْقِهِ	books/man-la-yahduruhu-al-faqih/1/47/13.json	man-la-yahduruhu-al-faqih
1	من تحته	مِنْ تَحْتِهِ	books/man-la-yahduruhu-al-faqih/1/47/13.json	man-la-yahduruhu-al-faqih
1	امدد له	اُمْدُدْ لَهُ	books/man-la-yahduruhu-al-faqih/1/47/13.json	man-la-yahduruhu-al-faqih
1	هلقام بن ابي هلقام	هِلْقَامِ بْنِ أَبِي هِلْقَامٍ أَنَّهُ 	books/man-la-yahduruhu-al-faqih/1/47/15.json	man-la-yahduruhu-al-faqih
1	قال زراره سمعت ابا جعفر عليه السلام ي	قال زرارة سمعت أبا جعفر عليه السلام ي	books/man-la-yahduruhu-al-faqih/1/47/16.json	man-la-yahduruhu-al-faqih
1	وقال هشام بن سالم لابي عبد الله عليه السلام: اني اخرج	وَقَالَ هِشَامُ بْنُ سَالِمٍ لِأَبِي عَبْدِ اَللَّهِ عَلَيْهِ اَلسَّلاَمُ: إِنِّي أَخْرُجُ	books/man-la-yahduruhu-al-faqih/1/47/17.json	man-la-yahduruhu-al-faqih
1	احب ان اكون معقبا	أُحِبُّ أَنْ أَكُونَ مُعَقِّباً	books/man-la-yahduruhu-al-faqih/1/47/17.json	man-la-yahduruhu-al-faqih
1	وقال امير المومنين عليه السلام: «من احب ان يخرج من الدنيا	وَقَالَ أَمِيرُ اَلْمُؤْمِنِينَ عَلَيْهِ اَلسَّلاَمُ: «مَنْ أَحَبَّ أَنْ يَخْرُجَ مِنَ اَلدُّنْيَا	books/man-la-yahduruhu-al-faqih/1/47/2.json	man-la-yahduruhu-al-faqih
1	قد تخلص من الذنوب كما يتخلص الذهب الذي لا كدر	قَدْ تَخَلَّصَ مِنَ اَلذُّنُوبِ كَمَا يَتَخَلَّصُ اَلذَّهَبُ اَلَّذِي لاَ كَدَرَ	books/man-la-yahduruhu-al-faqih/1/47/2.json	man-la-yahduruhu-al-faqih
1	وقال الصادق عليه السلام: «جاء جبرييل	وَقَالَ اَلصَّادِقُ عَلَيْهِ اَلسَّلاَمُ: «جَاءَ جَبْرَئِيلُ	books/man-la-yahduruhu-al-faqih/1/47/3.json	man-la-yahduruhu-al-faqih
1	يوسف	يُوسُفَ عَلَيْهِ اَلسَّلاَمُ	books/man-la-yahduruhu-al-faqih/1/47/3.json	man-la-yahduruhu-al-faqih
1	وقال ابو جعفر عليه السلام: «ما بسط عبد يديه	وَقَالَ أَبُو جَعْفَرٍ عَلَيْهِ اَلسَّلاَمُ: «مَا بَسَطَ عَبْدٌ يَدَيْهِ	books/man-la-yahduruhu-al-faqih/1/47/6.json	man-la-yahduruhu-al-faqih
1	استحي الله ان يردها صفرا حتي يجعل	اِسْتَحَى اَللَّهُ أَنْ يَرُدَّهَا صِفْراً حَتَّى يَجْعَلَ	books/man-la-yahduruhu-al-faqih/1/47/6.json	man-la-yahduruhu-al-faqih
1	وقال امير المومنين عليه السلام: «اذا فرغ احدكم من الصلاه فليرفع يديه	وَقَالَ أَمِيرُ اَلْمُؤْمِنِينَ عَلَيْهِ اَلسَّلاَمُ: «إِذَا فَرَغَ أَحَدُكُمْ مِنَ اَلصَّلاَةِ فَلْيَرْفَعْ يَدَيْهِ	books/man-la-yahduruhu-al-faqih/1/47/8.json	man-la-yahduruhu-al-faqih
